id,comments,label,sentiment
1072,"İnanılmaz pratik bir ürün, daha önce neden almadım diye pişmanlık duydum. Paketleme ve kargo çok özenliydi, satıcıya teşekkür ederim. Yalnız alacaklara tavsiyem güncel fiyatı düzenli takip etsinler, güzel indirimler oluyor.",,Positive
1073,elime sorunsuz ulaştı paketlemesi iyiydi satıcıya teşekkürler,,Positive
1074,"Piyasadaki en uygun fiyata aldım, indirim kuponu ile birlikte 17.400₺ ye geldi. Ürün hasarsız fakat paketlemede ekstra koruyucu önlem alınmamıştı sadece 2 kutuyla paketlenmişti. Farklı renklerinin de satışa sunulmasını beklerdim ama uzay grisi aldım ve çok memnunum özetle, tavsiye ederim..",,Positive
1075,cok güzel kardeşime hediye aldım çok mutlu oldu,,Positive
1076,Paketleme gerçekten mükemmel şüphem vardı ama çok rahatladım hemen kargoya verdiler ürün gerçekten güzel çevirmenlik yapıyorum benim için hafifliği ve işlevi önemliydi gerçekten çok iyi,,Positive
1077,Tek kelimeyle harika. Apple cidden kaliteyi müşterilerine hissettiriyor. Kargo çok iyi geldi. Sağlam geldi. Paketlemesi de iyiydi.,,Positive
1078,"Alırken çok düşündüm sonuçta fiyatı yüksek bir ürün, Apple'ın kalitesini herkes biliyor bende bir kere daha emin oldum, bilgisayarı genelde ders çalışmak film izlemek müzik dinlemek ve takılmak için kullanıyorum benim tüm ihtiyaçlarımı karşılıyor o yüzden oyun çizim vs için nasıl olur bilemem yalnız denildiği kadar hızlı bir bilgisayar. ara yüzü ço",,Positive
1079,hızlı geldi paketleme iyi bi puan fiyatından gitti lol,,Positive
1080,kızıma aldım bayıldı hızlı pratik tavsiye ederim,,Positive
1081,Ürünün paketlenmesi çok iyi yapılmış. Sağlıklı bir şekilde elime ulaştı. Teşekkürler.,,Positive
1082,"Kargo sorunsuz geldi,paketleme özenliydi.",,Neutral
1083,İnanılmaz memnunum iyiki almışım paketlemesi çok güzel hızlı geldi teşekkür ederim Trendyol 🤍,,Positive
1084,Ürün elime 2 günde ulaştı. Paketleme özenle yapılmıştı. Kalitesine söyleyecek tek bir söz yok. Bu sınıfta bir laptop arayanlara şiddetle tavsiye ederim.,,Positive
1085,Gayet hızlı ve çok iyi paketlemeyle elime ulaştı teşekkürler,,Positive
1086,Güvenilir bir satıcı. Oldukça hızlı geldi ve paketleme iyi yapılmıştı. Ürünün kalitesine diyecek bir şey yok zaten muhteşeem.,,Positive
1087,sorunsuz teslim aldım paketleme çok iyiydi,,Positive
1088,ürün güzel sevdim şarjı uzun süreli,,Positive
1089,Hızlı kargo kutulama başarılı istediğim bir modeldi çok çok memnunum,,Positive
1090,Ürün çok iyi paketlenmiş bir şekilde ulaştı ben memnun kaldım tavsiye ederim,,Positive
1091,hız olsun paketleme olsun müthişti sorunsuz elime ulaştı ilgi ve alakanıza çok teşekkür ederim:),,Positive
1092,Macbook çok çabuk geldi ve sağlam geldi.,,Positive
1093,Ürün 3 katman şeklinde paketlenmiş bir şekilde hasar olmadan elime ulaştı.2 gün içerisinde teslim aldım.Güvenle satın alabilirsiniz.,,Neutral
1094,Hızlı kargo ve güzel ürün paketleme şahaneydi.,,Positive
1095,"Efsana cihaz,güzel paketlenmiş teşekkürler trendyol.",,Positive
1096,öncelikle mükemmel paketleme için Media Markt ı tebrik ediyorum. ürünün kendi kutusu hariç iki tane kutunun içine hasar almayacak şekilde koymuşlar. hızlı teslim edildi. Apple için söylenecek pek söz yok cihaz süper . alışmak birkaç gün alıyor onun haricinde sorunsuz.,,Positive
1097,Ürün elime hızlıca ulaştı. Güzel paketlenmişti. Apple kalitesine zaten söyleyecek bir şey yok. Tavsiye ederim.,,Positive
1098,Çok hafif ve ince. Gümüş alacakken yanlışlıkla bu rengini almışım ama bunu daha çok beğendim  paketleme de çok iyiydi almayı düşünenler hazır indirimdeyken şüphesiz alabilir,,Positive
1099,Çok iyiydi çok saalun,,Positive
1100,Mükemmel çok iyi paketleme.,,Positive
1101,çok iyi paketlenmiş sorunsuz güzel ürün tavsiye ederim,,Positive
1102,Ürün gayet sağlam elime ulaştı. Paketlemesi güzeldi,,Positive
1103,Paketlemesi iyiydi apple kalitesi zaten tartisilmaz. 2 gune elime ulasti teşekkürler trendyol,,Positive
1104,2 gün içinde elime ulaştı. Paketleme gayet iyiydi. Süper ürün teşekkür ederim.,,Positive
1105,Hızlı kargo muhteşem ürün. Çok güzel paketlenmişti. Teşekkürler.,,Positive
1106,2 günde çok özenli paketlenmiş olarak elime ulaştı. MacBook Air i anlatmama gerek yok zaten. Satıcıya teşekkür ederim.,,Positive
1107,Siparişi verdikten 1 gün sonra elime ulaştı gayet korunaklı gönderilmişti. Orjinal ürün gönül rahatlığıyla alabilirsiniz. Mac’i anlatmaya gerek olduğunu düşünmüyorum yaptığım en iyi yatırımlardan. 12 taksitle 19 bine geldi,,Positive
1108,Ne diyebilirim ki çokta güzel paketlenmiş sağlam şekilde teslim edildi,,Positive
1109,Paketleme çok iyi,,Positive
1110,Çok güzel ve hızlı paketleme.,,Positive
1111,"Çok beğendik,kargo ve paketleme çok iyi geldi Teşekkürler",,Positive
1112,Ben kızım için almıştım.Onun aradığı özellikleri olduğu için  çok memnun.,,Positive
1113,kardeşime aldım. Güzel beğendik,,Positive
1114,Bir mac kullanıcısı olarak asla vazgeçemem Mac’ten. Bir tane ofiste kullanıyorum bunu da ev için aldım. Bir günde teslim edildi fiyatı ve paketlemesi mükemmel,,Neutral
1115,Paketleme özenliydi. Ürün çok hafif ve kullanışlı.,,Positive
1116,kargolama ve paketleme oldukca iyiydi. hızlıca elimize ulasti. kullanimi icin yorum yapmiyorum enfes,,Positive
1117,"Ürün sorunsuz bir şekilde elime ulaştı, paketleme başarılı",,Positive
1118,paketleme  teslimat şahane ,,Positive
1119,Ürün çok güzel geldi paketleme çok iyiydi,,Positive
1120,paketleme çok iyiydi. verdiği tarihten de önce geldi. çok memnun kaldım tavsiye ederim,,Positive
1121,Jelatını acılmıs urun gonderıldı.,,Neutral
1122,Ürünün paketlenmesi ve kargoya verilme süreci gerçekten hızlıydı tebrik ederim. Ürüne ufak ufak zam yapılıyor buda eksisi oldu.,,Positive
1123,Kargolama hızlı ve paketleme süper. Cihazı anlatmaya gerek yok zaten apple kalitesi.,,Positive
1124,paketlenmesi özenliydi teşekkürler,,Positive
1125,Mükemmel düşünmeden alın çok güzel bir ürün kendime aldım her şeyi yapabilirsiniz bu macbookta harika,,Positive
1126,"Hizli kargo, guzel paketleme ve cok iyi urun",,Positive
1127,Ürünün kalitesi zaten mükemmel. Ancak ben özellikle satıcıya (mediamarkt) teşekkür etmek istiyorum. Haftasonu almış olmama rağmen ürün hemen kargolandı ve pazartesi sabah elime ulaştı. Çok teşekkürler.,,Positive
1128,çok güzel laptop,,Positive
1129,teslimatı çok hızlıydı paketlemesi gayet güzeldi,,Positive
1130,Eksiksiz geldi teşekkürler,,Neutral
1131,Hızlı teslimat güzel paketleme harika ürün,,Positive
1132,alacaklar hiç dusunmeden alsın bugüne kadar neden bunu almadım çok kolaylik sağlayan biseymis saçlarıma da ayrı bir parlaklık verdi bayıldım bir tane daha alıp stok yapmayı düşünüyorum,,Neutral
1133,harika vucuut peelingi. muhteşem haftada bir hamamaa gidip keseden sonra peeling yaptırıyorum indirim anlarında stoklanacak urun,,Positive
1134,indirimdeyken aldım yorum yapmak için kullanmak istedim biraz çok memnun kaldım benim saçım az ve ince telli kızımın saçı uzun ve çok yoğun ikimizde kısa sürede saçlarımıza şekil verdik kullanmadan önce saçınızı hafif nemli bırakırsanız daha iyi sonuç alırsınız:),,Positive
1135,çok uzun zaman önce almıştım yakınlarıma da hediye aldım gerçekten çok rahat ve hızlı,,Positive
1136,Ya herkes şahane stok yap öyle iyi derken inanmamıştım. Mükemmel bir ürün. Bayıldım. Islak saçta bile mükemmel performans var. Düşünmeden alın derim,,Positive
1137,stok yapıcam harika çok başarılı kurtarıcı,,Positive
1138,Tek kelimeyle harika bir ürün çok memnun kaldım saçlarımı kuruturken de bir yandan da fon çekmiş oldum yani her daim saçlarım bakımlı kabarmamış gözükmesi benim için çok önemliydi çünkü saçlarım kalın telli ve yoğun bu yüzden çok konforlu oldu benim için herkese tavsiye ederim yiğenime hediye de almayı düşünüyorum,,Positive
1139,ben çok memnun kaldım. bugün elime ulaştı. kargo süreci kısaydı. paketlemeye özen gösterilmiş. normalde saç kurutma makinesinden sonra yarım saat bekleyip saç düzleştiricisi uygularim. sanırım bu ürün arizalanana kadar onlar rafa kalkacak. tıpkı standart saç kurutma makineleri gibi iki kademeli. saçınızı bolerseniz rahat edersiniz ama gerek de kalm,,Positive
1140,elim ayağım canım tarağım bnm biraz dökülüyor fırçası ama zararsız tek tük yani saçlarım gür olunca haliyle çok memnun um stok yapın alın aldırın,,Positive
1141,Ürün 19 martta sipariş verdim 21 martta geldi kargo hızlı ve güzel paketlenmişti . Kurutmak için ve fön için çok yeterli uygun fiyatlı en iyilerden diyebilirim . iyi ki almışım,,Positive
1142,keşke alıp stok yapsaydım indirim deyken aldım çok iyi tavsiye ederim bir âdet kızıma aldım,,Positive
1143,Saç konusunda çok takıntılı biriyim düzleştiriciyle saçlarım çok yapışıyor daha havalı durmasını istiyorum hem dümdüz yaptı hem yapıştırmadı kırık fön çekmeyi denedim olmadı ama düz havalı bir fön için çok kullanışlı ıslak saçıma yaptım şimdi bir tane daha alıp stoklamaya gidiyorum,,Positive
1144,Harika bir ürün bir tane almıştım kardeşime hediye ettim bu ikinci alışım çok memnunum,,Positive
1145,Öncelikle kesinlikle nemli saça uygulayın yoksa kabarır. Bunca zaman neden favorimde kalmış ki bayıldım. Dayson alacak gücü olmayanlar ve Dayson dışında markalara fazla para vermeye üzülenler için harika bi ürün alın derim . Bi çok kez kuaförden boya sonrası kötü fönlerle çıkan olmuştur. Bu ondan kat kat güzel yapıyor. One step tercih ettim ç,,Positive
1146,Ürün 2 gün içinde elime ulaştı kardeşime hediye almıştım çok beğendi. Saçları çok kabarık ve kıvırcık bi fön kadar olmuyor ama düzleştirci kadar yakmıyor biz memnun kaldık. Hasarsız teslimat için de ayrıca teşekkürler,,Positive
1147,Harika yine indirime girince stok yapacağım,,Positive
1148,ürün çok guzl bayıldım kızlarım ve kendim için aldım kargo baya  hızlıydı,,Positive
1149,Ürün gayet güzel beğendim kizim için almistim Doğum günü icin,,Positive
1150,guzel bir ürün kendim için almıştım beğenince arkadaşıma da hediye olarak aldım fiyat performans iyi,,Positive
1151,Kargo da kutusu biraz ezilmişti. Ürün sağlam bir şekilde çalışıyor. Kıvırcık saçlı iseniz işinizi göreceğinizi düşünmüyorum ama düz saçlı olup şekil vermek için kullanacaksanız ideal bir ürün.,,Positive
1152,"Kardeşimin tavsiyesiyle aldım, iyiki almışım. Çok iyi iş goruyor, saçımı kurutup dalgalı fon çekiyorum. Kuaförden çıkmış gibi.oluyor saçlarım. Alın mutlaka, pişman olmazsınız.",,Positive
1153,"Öncelikle paketleme hiç hoş değil kutu açık Bi şekilde sanki kullanılmış gibi paketlenmiş, saçlarım gür normal düzleştiricilerin yaptığı şekilde yapıyor çok az Bi süre denedim güzel sonuç aldım biraz daha uğraşsam daha iyi olur pratiklik açısından tercih ettim kızlarıma da kullanıcam, ama paketlemeye daha çok özen göstermenizi rica ediyorum.",,Positive
1154,Ürün gerçekten çok başarılı normal şartlarda kıvırcık sayılabilecek dalgalı ve kabarık saçlara sahibim. Saçlarımı önce fönleyerek kurutmam daha sonra düzleştirmem gerekirdi ancak bu ürün saçlarımı hem yumuşacık yapıyor hem de kabartmıyor iki işi kısa bir sürede görüyor tek başına,,Positive
1155,aman aman düz yapmıyor ama duştan sonra saçın suyunu.iyice.aldiktan.sonra nemli saça uygulanmalı gerçi ben kuru saça uyguladığımdada aynı şekilde oldu.ozel bir gün değilse günü kurtarır,,Positive
1156,Kendim için yaptığım en güzel şey diyebilirim saçlarım ince telli ve zor şekil alırken kuaförden çıkmış gibi fönleyebilmek harikaydı :) teşekkürler one step,,Positive
1157,kızım için aldım çok güzel bir ürün sorunsuz kargolama  mükemmel geldi günü kurtarıyor diyebiliriz ince tellilerde işe yarıyor fazla sacida yakmıyor.,,Positive
1158,Kullanmadan yorum yapmak istememiştim kullanımı o kadar rahatki 3. Sınıftaki kardeşim kendi kendine saçlarını fönlüyor  mükemmel bişey iyiki almışım arkadaşlarıma da aldırdım herkes aldın mükemmel,,Positive
1159,Annemde gördüm bayldım bende aldım,,Neutral
1160,Kızım için aldım çok kullanışlı gayet memnun,,Positive
1161,"Saçlarım omuz hizzasında ve ince telli, max 5 dakikada mis gibi fönlü oluyor. Şaşırtıcı derecede memnun kaldığım bir ürün oldu. Satıcı çok hızlıydı teşekkür ediyorum",,Positive
1162,Hiç bir işe yaramıyor bu kadar puan nasıl aldı anlamıyorum,,Neutral
1163,Üründen aslında çok memnun kalmıştım şekillendirmesi harikaydı fakat patladı ve kablo kismindan alev aldı saçım yanıyordu neredeyse inanılmaz korktum keşke böyle bir durum yaşanmasaydı,,Positive
1164,üründen 2 defa sipariş verdim 2side kusurlu geldi,,Negative
1165,Kirık geldi iade ettim,,Negative
1166,Hiç önermiyirum.,,Positive
1167,hiçbir şeye yaramıyor boşuna paranızı vermeyin,,Neutral
1168,hiç bir etkisi yok,,Neutral
1169,kötü taklit,,Negative
1170,vasat almayın,,Negative
1171,1 YILDIZI BİLE HAK ETMİYOR İŞE YARAMAZ ISININCA LEŞ GİBİ PLASTİK KOKUYOR,,Neutral
1172,"kesinlikle almayın, hiçbir işe yaramıyor, aldığıma pişman oldum, yorumlara inanmayın",,Negative
1173,hiç güzel  değil,,Positive
1174,Saçı kabartmaktan başka hiçbir halta yaramıyor.,,Neutral
1175,Sağlam şəkildə gəlib çatdı.Amma istədiyim effekti vermədi.Almayın,,Positive
1176,Yorumlarda asla yazıldığı gibi değil ısısı yetersiz basit bir mankina asla düzleştiemiyor o kadar yorun nasıl harika yazılmış anlamış değilim başarısız bir ürün,,Negative
1177,Ekimde aldım. Almayın arkadaslar elimde patladı,,Negative
1178,"daha bir ay olmadı kullanalı, kablo kısmında sorun oluştu",,Neutral
1179,almayın hiç iyi gelmedi fişe taktığım an kablosu yandı ve koku yaptı,,Neutral
1180,Ürün o kadar övgüyü haketmiyor bence. Amacım ürünü kötülemek değil. Dalgalı saçlarda pek etkili değil. Standart bi saç kurutmasıyla fön çekmek istesek daha verimli sonuçlar alırız. Ayrıca plastiği biraz adi ve kablosu haddinden fazla kısa bu da kullanımı zorlaştırıyor. Alacaklara tavsiye :),,Negative
1181,saçlarımı elektriklendiriyor fazla etkisi yok dümdüz yapmıyo boşuna aldım sanki normal tarakla tarıyormuşum gibi paketleme özensizdi,,Neutral
1182,Saçı daha çok kabartıyor bir işe yaramıyor,,Neutral
1183,Asla almayın ilk kullanma da kapandı ve açılmadı bir daha!!!! Arkadaşımın elinde patladı.,,Negative
1184,güzel paketleme hızlı kargo,,Positive
1185,"Pek beğenemedim, saçlarımı çok kabartıyor, saçı düzleştirmiyor bile",,Neutral
1186,Çok uğraşmama rağmen saçlarımı tan kurutmadı ve kabarıklıgını almadı bile gücü yetersiz,,Neutral
1187,Ürün çok hoşuma gitti kirpikleri tam istediğim gibi yapıyor,,Positive
1188,benim için hayal kırıklığı saçlarımı daha da kararttı fön çekmiyor kalın telli dalgali saçlarda hiç bi işe yaramiyor düzlestirilmis saça fön çekiyor sadece ona da gerek yok zaten 1 yıldızı bule haketmiyor,,Negative
1189,Paranıza yazık doğru düzgün ısınmıyor bile bırakın fönü ki bnm saçlarım ince telli çabuk şekil alır bn kahküllerimi şekillendirmek için aldım hiç memnun değilim,,Neutral
1190,hiç güzel diyil,,Positive
1191,Kötü kötü,,Negative
1192,çok kötü hicbir ise yaramıyor,,Negative
1193,Tavsiye üzerine aldım fakat ürünün performansı beklediğim gibi değil,,Positive
1194,Beklenen performans değil,,Positive
1195,"Saçınız kalın telli ve gürse asssslaa tavsiye etmiyorum. Saç şekillendirici kullanmama rağmen saçım çok kabardı. Siyah, gür saçlarım nedeniyle Hagrid'e benzedim",,Neutral
1196,Ürünü kahküllerimi şekillendirmek için almıştım 1 ay oldu kullanırken yüzümde patladı,,Neutral
